Genus	Species	SeedWeight_g
Penstemon	utahensis	2.829g
Penstemon	virens	0.5908g
Penstemon	virgatus	1.214g
Penstemon	watsonii	0.19512g
Penstemon	whippleanus	0.3792g
Penstemon	wilcoxii	0.1756g
Pentachondra	ericifolia	1.28g
Pentachondra	involucrata	1.0312g
Pentachondra	pumila	0.9g
Pentaclethra	macroloba	5840.0g
Pentadesma	butyracea	33333.0g
Pentagonia	macrophylla	6.6g
Pentalinon	luteum	1.8155g
Pentanema	indicum	0.05628g
Pentanisia	angustifolia	7.2088g
Pentanisia	ouranogyne	8.3971g
Pentanisia	prunelloides	7.0668g
Pentanisia	schweinfurthii	5.4644g
Pentaphragma	ellipticum	0.016g
Pentarrhinum	insipidum	5.0092g
Pentas	decora	0.2352g
Pentas	hindsioides	0.144g
Pentas	lanceolata	0.0578g
Pentas	lanceolata	0.0752g
Pentas	micrantha	0.092g
Pentas	pubiflora	0.0596g
Pentatropis	nivalis	2.2232g
Penthorum	sedoides	0.016g
Pentodon	pentandrus	0.0128g
Pentopetia	albicans	7.828g
Pentopetia	grevei	3.82g
Pentopetia	ovalifolia	5.3444g
Pentzia	calcarea	0.3116g
Pentzia	calva	0.2g
Pentzia	incana	0.1596g
Pentzia	pinnatisecta	0.5236g
Pentzia	sphaerocephala	0.2g
Peplidium	aithocheilum	0.1044g
Peplidium	foecundum	0.0757g
Peplidium	maritimum	0.014g
Peponium	vogelii	21.1873g
Peraphyllum	ramosissimum	13.36g
Perebea	tessmannii	629.0g
Perezia	microcephala	1.8g
Perezia	multiflora	2.29g
Perezia	recurvata	2.4g
Pergularia	daemia	9.5252g
Pergularia	daemia	8.9871g
Pergularia	daemia	6.558g
Pergularia	tomentosa	13.148g
Periandra	coccinea	34.9724g
Pericalymma	ellipticum	0.2644g
Perichlaena	richardii	16.2188g
Pericome	caudata	0.73184g
Pericopsis	angolensis	319.9056g
Pericopsis	elata	333g
Pericopsis	laxiflora	92.2052g
Pericopsis	mooniana	314.5g
Perideridia	bolanderi	1.738g
Perideridia	gairdneri	1.17g
Perideridia	kelloggii	5.01g
Perideridia	oregana	2.002g
Perideridia	parishii	0.9888g
Perideridia	parishii	1.126g
Perilla	frutescens	1.758g
Perilla	frutescens	1.4g
Peripentadenia	mearsii	780g
Periploca	angustifolia	7.5316g
Periploca	aphylla	6.5998g
Periploca	forrestii	19.2908g
Periploca	graeca	11.4064g
Periploca	laevigata	6.784g
Periploca	linearifolia	7.1068g
Peristrophe	japonica	1.5526042g
Peritassa	compta	2946.7g
Perityle	californica	0.4996g
Perityle	crassifolia	0.15904g
Perityle	emoryi	0.388g
Perityle	parryi	0.3832g
Perityle	stansburii	0.462g
Perityle	vaseyi	0.4992g
Perovskia	abrotanoides	1.2232g
Perovskia	scrophulariifolia	0.7572g
Perralderia	dentata	0.6056g
Perrierophytum	humbertii	5.6104g
Perrierophytum	viscosum	5.5764g
Persicaria	alpina	2.2744g
Persicaria	amphibia	2.45g
Persicaria	barbata	0.6248g
Persicaria	bistorta	4.945g
Persicaria	capitata	1.5066g
Persicaria	chinensis	4.5096g
Persicaria	decipiens	1.2468g
Persicaria	humilis	0.6686g
Persicaria	hydropiper	2.162g
Persicaria	hydropiperoides	1.2664g
Persicaria	lapathifolia	1.52g
Persicaria	maculosa	1.6379g
Persicaria	minor	0.8752g
Persicaria	nepalensis	1.1429g
Persicaria	pensylvanica	6.138g
Persicaria	perfoliata	20.6252g
Persicaria	praetermissa	3.0368g
Persicaria	punctata	3.772g
Persicaria	sagittata	3.4676g
Persicaria	senegalensis	2.9869g
Persicaria	senegalensis	4.9578g
Persicaria	senegalensis	3.7908g
Persicaria	subsessilis	3.474g
Persicaria	virginiana	5.598g
Persoonia	arborea	192.9636g
Persoonia	bargoensis	90.228g
Persoonia	cornifolia	250.9284g
Persoonia	elliptica	285.1638g
Persoonia	falcata	384.6252g
Persoonia	gunnii	106.585g
Persoonia	gunnii	176.8068g
Persoonia	juniperina	86.2824324g
Persoonia	lanceolata	118.22g
Persoonia	levis	199.91g
Persoonia	linearis	109.16g
Persoonia	longifolia	189.16g
Persoonia	marginata	68.5829932g
Persoonia	mollis	129.0576g
Persoonia	myrtilloides	112.8748g
Persoonia	nutans	92.4g
Persoonia	pauciflora	104.6876g
Persoonia	pinifolia	147.92g
Persoonia	rufa	94.9717514g
Persoonia	stradbrokensis	278.92g
Persoonia	subvelutina	192.93472g
Persoonia	virgata	15.1627g
Perymenium	discolor	0.726g
Perymenium	macrocephalum	3.3648g
Perymenium	mendezii	1.1464g
Perymenium	mendezii	1.581g
Petalidium	canescens	5.0288g
Petalidium	coccineum	83.8357143g
Petalidium	halimoides	9.3502415g
Petalidium	lanatum	58.7172g
Petalidium	luteo-album	23.8416g
Petalidium	ohopohense	37.4992g
Petalidium	pilosi-bracteolatum	21.5684g
Petalidium	rautanenii	50.4988g
Petalidium	rossmannianum	28.6996g
Petalidium	setosum	7.9572g
Petalonyx	thurberi	2.7696g
Petalostigma	banksii	23.528g
Petalostigma	pachyphyllum	37.6692g
Petalostigma	pubescens	29.9g
Petalostigma	quadriloculare	21.3104g
Petalostigma	triloculare	19.0528g
Petalostylis	cassioides	19.34g
Petalostylis	labicheoides	13.509g
Petasites	albus	0.265g
Petasites	frigidus	1.383g
Petasites	frigidus	0.4076g
Petasites	georgicus	0.2076g
Petasites	hybridus	0.19g
Petasites	japonicus	0.05g
Petasites	kablikianus	0.5532g
Petasites	sagittatus	0.036g
Petchia	madagascariensis	39.3466g
Peteravenia	schultzii	0.1236g
Petiveria	alliacea	13.5468g
Petradoria	pumila	1.1816g
Petrea	aspera	35g
Petrophile	brevifolia	6.4568g
Petrophile	canescens	3.4g
Petrophile	clavata	10.315493g
Petrophile	cyathiforma	9.9672g
Petrophile	divaricata	3.09g
Petrophile	diversifolia	3.3635g
Petrophile	drummondii	11g
Petrophile	filifolia	4.8164g
Petrophile	heterophylla	3.1158458g
Petrophile	latericola	2.0211g
Petrophile	macrostachya	5.42g
Petrophile	multisecta	6.0228g
Petrophile	pedunculata	2.796g
Petrophile	pulchella	4.96g
Petrophile	semifurcata	13.7868g
Petrophile	seminuda	6.4728g
Petrophile	serruriae	4.0692g
Petrophile	sessilis	3.5936g
Petrophile	shirleyae	3.3232g
Petrophile	shuttleworthiana	5.5564g
Petrophile	striata	3.502847g
Petrophile	teretifolia	7.25624g
Petrophytum	caespitosum	0.0808g
Petrorhagia	alpina	0.0788g
Petrorhagia	cretica	0.9808g
Petrorhagia	dubia	0.228g
Petrorhagia	nanteuilii	0.284g
Petrorhagia	prolifera	0.32g
Petrorhagia	saxifraga	0.1365g
Petrorhagia	velutina	0.3g
Petroselinum	crispum	1.7g
Petroselinum	segetum	1.6462g
Petrosimonia	brachiata	5.0564g
Petrosimonia	triandra	6.0908g
Petunia	hybrida	0.14g
Petunia	hybrida	0.1g
Petunia	parviflora	0.049g
Petunia	superbissima	0.16g
Peucedanum	alsaticum	1.0807g
Peucedanum	arenarium	9.7027g
Peucedanum	austriacum	5.614g
Peucedanum	capense	3.4g
Peucedanum	capensoides	1.6388g
Peucedanum	caucasicum	5.7996g
Peucedanum	cervaria	3.79g
Peucedanum	depauperatum	7.95g
Peucedanum	ferulaceum	3.1g
Peucedanum	junceum	3.5204g
Peucedanum	munbyi	2.5332g
Peucedanum	officinale	7.4878g
Peucedanum	oreoselinum	4.51g
Peucedanum	palustre	2.397g
Peucedanum	paniculatum	3.7524g
Peucedanum	ruthenicum	5.7536g
Peucephyllum	schottii	0.867g
Phacelia	artemisioides	0.36g
Phacelia	barnebyana	0.244g
Phacelia	bicolor	0.248g
Phacelia	bicolor	0.202g
Phacelia	bolanderi	0.402g
Phacelia	brachyloba	0.2g
Phacelia	californica	1.565g
Phacelia	capitata	1.088g
Phacelia	cicutaria	0.8336g
Phacelia	cicutaria	1.77g
Phacelia	ciliata	1.459g
Phacelia	congdonii	0.498g
Phacelia	congesta	0.8g
Phacelia	corymbosa	1.708g
Phacelia	crenulata	0.823g
Phacelia	crenulata	0.994g
Phacelia	crenulata	0.912g
Phacelia	cumingii	0.3296g
Phacelia	davidsonii	0.2808g
Phacelia	distans	0.741g
Phacelia	divaricata	0.502g
Phacelia	douglasii	0.1316g
Phacelia	eisenii	1.025g
Phacelia	floribunda	0.94g
Phacelia	franklinii	3.8g
Phacelia	fremontii	0.17g
Phacelia	glandulosa	1.7488g
Phacelia	grandiflora	0.12g
Phacelia	grisea	0.226g
Phacelia	hastata	0.644g
Phacelia	hastata	0.877g
Phacelia	heterophylla	1.0g
Phacelia	humilis	0.526g
Phacelia	hydrophylloides	1.071g
Phacelia	imbricata	0.475g
Phacelia	imbricata	1.1928g
Phacelia	integrifolia	0.6g
Phacelia	inundata	0.3636g
Phacelia	linearis	0.2928g
Phacelia	lyallii	0.6688g
Phacelia	malvifolia	0.96g
Phacelia	marshall-johnstonii	0.7336g
Phacelia	minor	0.15g
Phacelia	mutabilis	0.668g
Phacelia	nemoralis	1.4472g
Phacelia	parryi	0.2g
Phacelia	patuliflora	2.0g
Phacelia	pinnatifida	0.8144g
Phacelia	procera	0.391g
Phacelia	purshii	2.2592g
Phacelia	ramosissima	0.7788g
Phacelia	ramosissima	0.7152g
Phacelia	ramosissima	0.8604g
Phacelia	robusta	0.5g
Phacelia	rupestris	0.69g
Phacelia	secunda	1.8964g
Phacelia	sericea	0.4028g
Phacelia	sericea	0.34g
Phacelia	tanacetifolia	1.7g
Phacelia	viscida	0.13g
Phaenocoma	prolifera	2.56g
Phaeoptilum	spinosum	36.0712g
Phagnalon	barbeyanum	0.0948g
Phagnalon	rupestre	0.0888g
Phagnalon	saxatile	0.04174g
Phaleria	clerodendron	3349g
Phaleria	octandra	90.9g
Pharnaceum	albens	0.1304g
Pharnaceum	aurantiacum	0.13g
Pharnaceum	aurantium	0.1g
Pharnaceum	croceum	0.07g
Pharnaceum	dichotomum	0.0832g
Pharnaceum	exiguum	0.1g
Pharnaceum	incanum	0.0524g
Pharnaceum	lanatum	0.1g
Pharnaceum	microphyllum	0.5668g
Phaseolus	acutifolius	103.4g
Phaseolus	acutifolius	66.9g
Phaseolus	angularis	160.1g
Phaseolus	aureus	31.8g
Phaseolus	coccineus	1066.0g
Phaseolus	filiformis	9.3761364g
Phaseolus	leptostachyus	4.635461g
Phaseolus	lignosus	65.0112g
Phaseolus	lunatus	571.0g
Phaseolus	maculatus	343.3g
Phaseolus	microcarpus	11.2432g
Phaseolus	polystachios	60.867g
Phaseolus	vulgaris	319g
Phaulopsis	ciliata	0.8672g
Phaulopsis	imbricata	0.546g
Phaulopsis	johnstonii	3.058g
Phaulopsis	talbotii	0.4904g
Phaulothamnus	spinescens	5.65g
Phebalium	bifidum	3.5288g
Phebalium	daviesii	1.5229g
Phebalium	glandulosum	1.7736g
Phebalium	lowanense	1.362g
Phebalium	nottii	3.216g
Phebalium	obcordatum	2.4008g
Phebalium	ovatifolium	2.86g
Phebalium	squamulosum	2.8976g
Phebalium	squamulosum	1.143g
Phebalium	squamulosum	1.6364g
Phebalium	stenophyllum	2.9588235g
Phebalium	tuberculosum	0.9748g
Phellodendron	amurense	9.5g
Phellodendron	chinense	12.6916g
Phellodendron	lavallei	15.5984g
Phellodendron	sachalinense	12.26g
Philadelphus	delavayi	0.086g
Philadelphus	grandiflorus	0.2g
Philadelphus	incanus	0.1712g
Philadelphus	lewisii	0.097g
Philadelphus	lewisii	0.13g
Philadelphus	microphyllus	0.2564g
Philadelphus	pekinensis	0.1576g
Philadelphus	sericanthus	0.12g
Philadelphus	subcanus	0.08032g
Philenoptera	bussei	197.9788g
Philenoptera	cyanescens	118.1762g
Philenoptera	eriocalyx	205.77732g
Philenoptera	laxiflorus	66.394g
Philenoptera	madagascariensis	151.929g
Philenoptera	nelsii	161.952g
Philenoptera	violacea	247.0g
Phillyrea	angustifolia	18.6g
Phillyrea	latifolia	37.4g
Phillyrea	media	12.4g
Philotheca	angustifolia	2.0588g
Philotheca	buxifolia	8.3632g
Philotheca	ciliata	3.94g
Philotheca	ericifolia	1.69g
Philotheca	freyciana	5.0536g
Philotheca	hispidula	10.324g
Philotheca	myoporoides	8.0184g
Philotheca	papillata	7.9890909g
Philotheca	pungens	1.85168g
Philotheca	reichenbachii	6.1526667g
Philotheca	salsolifolia	7.816g
Philotheca	scabra	10.1948g
Philotheca	trachyphylla	4.4928g
Philotheca	verrucosa	6.4556g
Philotheca	wonganensis	2.166g
Philyrophyllum	schinzii	0.1606g
Phlegmatospermum	cochlearinum	1.554g
Phlomis	armeniaca	7.7g
Phlomis	austra-anatolica	6.4g
Phlomis	brachyodon	12.795g
Phlomis	brachyodon	14.2g
Phlomis	chrysophylla	11.780597g
Phlomis	cretica	23.8g
Phlomis	crinita	11.0g
Phlomis	cypria	6.98g
Phlomis	floccosa	9.7272g
Phlomis	fruticosa	8.8g
Phlomis	herba-venti	13.188g
Phlomis	herba-venti	5.1g
Phlomis	hypoleuca	19.0959459g
Phlomis	italica	2.6396g
Phlomis	lanata	4.5952g
Phlomis	lunariifolia	6.0104g
Phlomis	lycia	6.0g
Phlomis	olivieri	0.04g
Phlomis	platystegia	10.44g
Phlomis	purpurea	4.4g
Phlomis	rigida	15.0g
Phlomis	salicifolia	8.0764706g
Phlomis	syriaca	5.87108g
Phlomis	tuberosa	1.523g
Phlomis	viscosa	11.477g
Phlox	austromontana	2.1008g
Phlox	bifida	0.487g
Phlox	decussata	11.4g
Phlox	diffusa	4.949g
Phlox	divaricata	1.814g
Phlox	drummondii	1.92g
Phlox	glaberrima	1.181g
Phlox	gracilis	1.186g
Phlox	hoodii	1.589g
Phlox	maculata	0.44g
Phlox	paniculata	7.9788g
Phlox	pilosa	2.5328g
Phlox	speciosa	6.588g
Phlox	speciosa	2.808g
Phoenicaulis	cheiranthoides	1.5068g
Pholistoma	auritum	6.855g
Pholistoma	membranaceum	5.317g
Pholistoma	racemosum	3.44g
Phoradendron	californicum	9.183g
Phoradendron	densum	0.892g
Phoradendron	quadrangulare	1.4412g
Phoradendron	rufescens	14.7836g
Phoradendron	villosum	2.845g
Photinia	arbutifolia	9.6g
Photinia	beauverdiana	8.4892g
Photinia	davidiana	68.03g
Photinia	glabra	2.9g
Photinia	integrifolia	1.6528g
Photinia	integrifolia	1.9804g
Photinia	loriformis	4.4812g
Photinia	melanocarpa	2.46g
Photinia	phyrifolia	41.7904762g
Photinia	serratifolia	12.8608g
Photinia	villosa	6.44g
Phryganocydia	corymbosa	69g
Phtheirospermum	japonicum	0.0804g
Phtheirospermum	tenuisectum	0.01684g
Phthirusa	adunca	34.85g
Phygelius	aequalis	0.09976g
Phyla	canescens	0.3224g
Phyla	lanceolata	0.283g
Phyla	nodiflora	0.485g
Phyla	stoechadifolia	0.5684g
Phylacium	bracteosum	15.2588g
Phylica	arborea	17.8604g
Phylica	axillaris	9.2388g
Phylica	barbata	10.2332g
Phylica	cephalantha	13.262g
Phylica	cylindrica	14.3096g
Phylica	ericoides	1.84208g
Phylica	excelsa	8.4g
Phylica	excelsa	11.9g
Phylica	greyii	4.80652g
Phylica	imberbis	10.9412g
Phylica	litoralis	2.8472g
Phylica	nitida	4.0528g
Phylica	oleaefolia	28.995g
Phylica	oleifolia	41.9g
Phylica	pinea	9.8g
Phylica	plumigera	9.5g
Phylica	plumosa	10.149g
Phylica	polifolia	10.5012g
Phylica	pubescens	21g
Phylica	pulchella	7.8236g
Phylica	rigidifolia	17.0995g
Phylica	spicata	26.9g
Phylica	strigulosa	14.08g
Phyllarthron	ilicifolium	61.5771g
Phyllis	nobla	1.5984g
Phyllobolus	melanospermus	153.76g
Phyllobolus	nitidus	105.3284g
Phyllobolus	oculatus	91.33g
Phyllobolus	quartziticus	0.6736g
Phyllobolus	spinuliferus	78.62444g
Phylloctenium	decaryanum	2.2644g
Phyllodium	hackeri	7.3348g
Phyllodium	pulchellum	2.9008g
Phyllodoce	breweri	0.012g
Phyllodoce	empetriformis	0.018g
Phyllodoce	glanduliflora	0.054g
Phyllonoma	laticuspis	0.7064g
Phyllopodium	namaense	0.0568g
Phyllopodium	phyllopodioides	0.03408g
Phyllota	grandiflora	4.66g
Phyllota	humifusa	2.9181818g
Phyllota	phylicoides	2.8g
Phymosia	umbellata	4.72g
Physalis	alkekengi	0.928g
Physalis	alkekengi	1.6g
Physalis	angulata	1.122g
Physalis	cinerascens	1.1516g
Physalis	cordata	0.5644g
Physalis	crassifolia	0.68224g
Physalis	heterophylla	2.023g
Physalis	lagascae	0.838g
Physalis	lanceolata	1.369g
Physalis	leptophylla	1.1204g
Physalis	longifolia	0.97g
Physalis	maxima	0.89g
Physalis	nicandroides	2.2g
Physalis	patula	1.629g
Physalis	peruviana	0.852g
Physalis	philadelphica	1.529g
Physalis	pruinosa	0.82g
Physalis	pubescens	0.636g
Physalis	pumila	1.5284g
Physalis	solanacea	0.9188g
Physalis	virginiana	1.53g
Physalis	viscosa	0.445g
Physaria	acutifolia	2.9264g
Physaria	chambersii	3.6732g
Physaria	rollinsii	1.6592g
Physaria	vitulifera	0.9248g
Physena	sessiliflora	1194.088g
Physocarpus	capitatus	0.876g
Physocarpus	malvaceus	0.88g
Physocarpus	monogynus	0.6372g
Physocarpus	opulifolius	0.51g
Physocaulis	nodosus	14.04g
Physoplexis	comosa	0.09g
Physorhynchus	chamaerapistrum	24.489g
Physospermum	cornubiense	6.89g
Physostegia	parviflora	1.9g
Physostegia	virginiana	2.6g
Physotrichia	muriculata	6.2228g
Phyteuma	betonicifolium	0.038g
Phyteuma	confusum	0.0428g
Phyteuma	hedraianthifolium	0.0644g
Phyteuma	nigrum	0.13g
Phyteuma	orbiculare	0.237g
Phyteuma	ovatum	0.18g
Phyteuma	scheuchzeri	0.04g
Phyteuma	spicatum	0.15g
Phyteuma	tenerum	0.183g
Phytolacca	americana	6.3g
Phytolacca	dioica	6.72g
Phytolacca	dodecandra	25g
Phytolacca	icosandra	5.3175g
Phytolacca	octandra	4.7941g
Phytolacca	rivinoides	10g
Pickeringia	montana	8.956g
Picnomon	acarna	11.3g
Picramnia	latifolia	56.9g
Picramnia	macrostachys	117.0g
Picramnia	pentandra	105.9g
Picris	amalecitana	0.7328g
Picris	angustifolia	0.1804g
Picris	angustifolia	1.5972g
Picris	angustifolia	0.8032g
Picris	burbidgei	0.7704g
Picris	cyanocarpa	0.59g
Picris	echioides	1.31g
Picris	eichleri	0.782g
Picris	hieracioides	1.44g
Picris	hieracioides	0.8956g
Picris	hieracioides	0.8192g
Picris	hieracioides	1.0524g
Picris	sinuata	2.0784g
Picris	sprengeriana	0.7012g
Picris	strigosa	1.3697g
Picrothamnus	desertorum	1.9352g
Pieris	floribunda	0.26875g
Pieris	formosa	0.4926g
Pieris	japonica	0.22g
Pilea	pumila	0.124g
Pilea	pumila	1.659g
Pilea	tetraphylla	0.168g
Pileanthus	filifolius	11.44564g
Pileanthus	limacis	12.3892g
Pilidiostigma	rhytispermum	51.5g
Pilidiostigma	tropicum	144g
Pilosella	bauhinii	0.1256g
Pilosella	caucasica	0.36g
Pilosella	flagellaris	0.2094g
Pilosella	flagellaris	0.134g
Pilosella	massagetovii	0.25g
Pilosella	officinarum	0.1957g
Pilosella	peleteriana	0.1504g
Pilosocereus	quadricentralis	1.0348g
Pimelea	ammocharis	6.9532g
Pimelea	argentea	1.288g
Pimelea	axiflora	2.5132g
Pimelea	bracteata	2.7645161g
Pimelea	ciliata	3.8996g
Pimelea	congesta	5.6764g
Pimelea	cracens	4.6184g
Pimelea	decora	4.3208g
Pimelea	drupacea	9.8824g
Pimelea	elongata	1.5176g
Pimelea	erecta	1.862g
Pimelea	ferruginea	3.32g
Pimelea	flava	1.7387755g
Pimelea	glauca	3.19g
Pimelea	halophila	0.7452g
Pimelea	hewardiana	1.5536g
Pimelea	humilis	2.77864g
Pimelea	imbricata	0.7204g
Pimelea	imbricata	1.05112g
Pimelea	lanata	3.8792g
Pimelea	latifolia	4.15g
Pimelea	latifolia	3.1736g
Pimelea	ligustrina	2.467g
Pimelea	ligustrina	3.936g
Pimelea	linifolia	2.34g
Pimelea	linifolia	2.88g
Pimelea	macrostegia	5.3256g
Pimelea	microcephala	7.9784g
Pimelea	neo-anglica	7.2292g
Pimelea	octophylla	4.3212g
Pimelea	oreophila	2.3225806g
Pimelea	pagophila	5.225g
Pimelea	pauciflora	5.79g
Pimelea	physodes	9.9445946g
Pimelea	sericeovillosa	1.2631579g
Pimelea	simplex	0.9828g
Pimelea	spectabilis	8.2076g
Pimelea	spicata	1.7070866g
Pimelea	spinescens	3.6172g
Pimelea	spinescens	2.852g
Pimelea	stricta	3.5944g
Pimelea	subvillifera	0.8492g
Pimelea	trichostachya	1.524g
Pimelea	williamsonii	0.5436g
Pimpinella	anagodendron	2.8076g
Pimpinella	anisum	3.1g
Pimpinella	aromatica	0.5352g
Pimpinella	bisinuata	0.482g
Pimpinella	corymbosa	1.462g
Pimpinella	cretica	0.296g
Pimpinella	kingdonwardii	0.5648g
Pimpinella	major	1.51g
Pimpinella	major	2.2g
Pimpinella	peregrina	0.5g
Pimpinella	puberula	0.3568g
Pimpinella	rhodantha	1.448g
Pimpinella	saxifraga	1.6444g
Pimpinella	saxifraga	1.2g
Pimpinella	tragium	2.54g
Pimpinella	tripartita	1.3864g
Pinaropappus	roseus	0.689g
Pinguicula	chilensis	0.0264g
Pinguicula	grandiflora	0.03g
Pinguicula	lusitanica	0.0176g
Pinguicula	vulgaris	0.02g
Pintoa	chilensis	7.5736g
Piptadenia	adiantoides	43.8462g
Piptadenia	gonoacantha	42.28g
Piptadenia	moniliformis	33.206g
Piptadenia	stipulacea	39.21g
Piptadenia	viridiflora	33.432g
Piptanthus	nepalensis	33.7084g
Pipturus	argenteus	0.474g
Piqueria	trinervia	0.225g
Piranhea	trifoliata	55.0g
Piscidia	carthagenensis	64.52g
Piscidia	grandiflora	82.5632g
Piscidia	grandiflora	103.0716g
Piscidia	piscipula	16.6148g
Pisonia	aculeata	46.54g
Pisonia	grandis	27.63g
Pisonia	subcordata	14g
Pisonia	umbellifera	210g
Pistacia	aethiopica	15.38716g
Pistacia	atlantica	114.23g
Pistacia	chinensis	57.39g
Pistacia	integerrima	74.07g
Pistacia	khinjuk	91.68g
Pistacia	lentiscus	26.5g
Pistacia	mutica	36.616g
Pistacia	palaestina	44.37g
Pistacia	terebinthus	38.0g
Pistacia	vera	802g
Pisum	fulvum	53.1524g
Pisum	sativum	139g
Pisum	sativum	214.7g
Pisum	syriacum	23.5g
Pithecellobium	albicans	63.7044g
Pithecellobium	brevifolium	32.5g
Pithecellobium	clypearia	263g
Pithecellobium	contortum	170g
Pithecellobium	dulce	100.8g
Pithecellobium	flexicaule	566.99g
Pithecellobium	oblongum	96.8772g
Pithecellobium	saman	164.94g
Pithecellobium	unguis-cati	88.77g
Pithecoctenium	crucigerum	59g
Pittocaulon	praecox	2.841g
Pittosporum	angustifolium	14.893g
Pittosporum	bicolor	5.668g
Pittosporum	brevicalyx	7.3528g
Pittosporum	colensoi	12.43g
Pittosporum	crassifolium	26.2g
Pittosporum	erioloma	14.5461538g
Pittosporum	eugenioides	6.8g
Pittosporum	ferrugineum	11.9g
Pittosporum	kerrii	18.742g
Pittosporum	moluccanum	19.8904g
Pittosporum	multiflorum	11.0708g
Pittosporum	napaulense	16.7784g
Pittosporum	phillyreoides	7.9372g
Pittosporum	phylliraeoides	21.1g
Pittosporum	poumense	16.4424g
Pittosporum	ralphii	14.3632g
Pittosporum	revolutum	19.27g
Pittosporum	rhombifolium	14.01g
Pittosporum	senacia	21.7818g
Pittosporum	senacia	20.4605g
Pittosporum	spinescens	12.678g
Pittosporum	tenuifolium	13g
Pittosporum	tobira	38g
Pittosporum	tonkinense	19.09572g
Pittosporum	undulatum	8.35g
Pittosporum	venulosum	23.29g
Pittosporum	viridiflorum	11.8804g
Pittosporum	viridiflorum	20g
Pituranthos	aphylla	2.1g
Pityopsis	falcata	0.4112g
Pityopsis	flexuosa	0.7704g
Pityopsis	graminifolia	0.5512g
Pityopsis	graminifolia	0.74g
Pityopsis	oligantha	0.5396g
Pityopsis	pinifolia	0.4668g
Pityrodia	angustisepala	14.0167286g
Pityrodia	cuneata	2.8384g
Pityrodia	gilruthiana	6.5335616g
Pityrodia	lanuginosa	27.6692g
Pityrodia	loxocarpa	2.4008g
Pityrodia	oldfieldii	4.8264g
Pityrodia	paniculata	4.5856g
Pityrodia	terminalis	7.249g
Placospermum	coriaceum	23.89g
Plagianthus	divaricatus	12.3052g
Plagianthus	regius	4.3g
Plagiobothrys	arizonicus	1.835g
Plagiobothrys	bracteatus	0.212g
Plagiobothrys	canescens	0.685g
Plagiobothrys	chorisianus	0.2764g
Plagiobothrys	collinus	0.6088g
Plagiobothrys	figuratus	1.3384g
Plagiobothrys	figuratus	0.4152g
Plagiobothrys	fulvus	1.81g
Plagiobothrys	glaber	0.31g
Plagiobothrys	glyptocarpus	0.5g
Plagiobothrys	greenei	1.275g
Plagiobothrys	hispidulus	0.147g
Plagiobothrys	leptocladus	0.182g
Plagiobothrys	mollis	0.5g
Plagiobothrys	nothofulvus	1.507g
Plagiobothrys	plurisepaleus	0.4408g
Plagiobothrys	stipitatus	0.31g
Plagiobothrys	stipitatus	0.359g
Plagiobothrys	tener	0.255g
Plagiobothrys	undulatus	0.232g
Plagioscyphus	jumellei	1113.4g
Plagius	flosculosus	0.2916g
Planchonella	australis	957.688g
Plantago	afra	1.1088g
Plantago	afra	0.978g
Plantago	albicans	0.9g
Plantago	alpestris	0.35g
Plantago	alpina	0.6g
Plantago	altissima	2.2848g
Plantago	amplexicaulis	2.963g
Plantago	arachnoidea	0.7444g
Plantago	arenaria	1.1g
Plantago	argentea	2.252g
Plantago	argyraea	1.242g
Plantago	aristata	1.5g
Plantago	asiatica	0.73g
Plantago	asiatica	0.1604g
Plantago	atrata	3.0744g
Plantago	australis	0.488g
Plantago	barbata	0.568g
Plantago	bellardi	1.227g
Plantago	bellardii	1.13g
Plantago	bellidioides	0.3576g
Plantago	boissieri	0.593g
Plantago	brasiliensis	1.26g
Plantago	cafra	1.17416g
Plantago	cavaleriei	0.40792g
Plantago	ciliata	1.404g
Plantago	commutata	0.1276g
Plantago	coronopus	0.23g
Plantago	crassifolia	0.3555g
Plantago	crypsoides	0.7522g
Plantago	cunninghamii	0.7097g
Plantago	cylindrica	1.256g
Plantago	debilis	0.28g
Plantago	drummondii	0.8701g
Plantago	elongata	0.165g
Plantago	erecta	1.319g
Plantago	eriopoda	0.455g
Plantago	erosa	0.4412g
Plantago	euryphylla	0.3396g
Plantago	gaudichaudii	2.18g
Plantago	hedleyi	0.1465812g
Plantago	helleri	2.232g
Plantago	hispidula	4.1264g
Plantago	holosteum	1.0932g
Plantago	hookeriana	1.356g
Plantago	lagopus	0.3g
Plantago	lanceolata	1.3g
Plantago	lanigera	0.115g
Plantago	loeflingii	1.428g
Plantago	longissima	0.6036g
Plantago	major	0.2g
Plantago	major	0.138g
Plantago	maris-mortui	1.6428g
Plantago	maritima	0.616g
Plantago	maritima	0.581g
Plantago	maxima	0.33g
Plantago	media	0.36g
Plantago	moorei	0.434g
Plantago	ovata	1.6g
Plantago	palmata	1.132g
Plantago	paradoxa	0.2764g
Plantago	patagonica	0.5g
Plantago	rancaguae	1.2028g
Plantago	rhodosperma	0.9g
Plantago	robusta	0.2562g
Plantago	rugelii	0.5g
Plantago	rugelii	0.70992g
Plantago	scabra	0.8926g
Plantago	sp.	1.57g
Plantago	subnuda	0.565g
Plantago	subulata	0.6412g
Plantago	tasmanica	0.2452g
Plantago	tasmanica	0.2624g
Plantago	tenuiflora	0.1276g
Plantago	triantha	0.3824g
Plantago	truncata	1.4508g
Plantago	turrifera	0.3708g
Plantago	varia	1.03g
